5.934774423908848462e+00,1.311888442204395446e-20,6.341278117501261137e-20,5.344823759006272053e-20,5.138519196470093845e-20,1.219288030867979177e-20,5.987734937991864221e-20,4.277708292661589076e-20,4.195312895272919915e-20
5.932796165767546093e+00,1.312695161744757814e-20,6.345112134767433009e-20,5.348654208377530006e-20,5.142129985198434038e-20,1.220010849766236618e-20,5.991252786677684884e-20,4.280450762403266306e-20,4.197976499004810692e-20
5.930817907626242835e+00,1.313502625627818906e-20,6.348949630227402981e-20,5.352488776948073983e-20,5.145744581163521613e-20,1.220734311607651825e-20,5.994773736425751204e-20,4.283195870315592905e-20,4.200642640224061874e-20
5.928839649484940466e+00,1.314310834769578837e-20,6.352790608089633723e-20,5.356327470626307376e-20,5.149362989719733712e-20,1.221458417154976111e-20,5.998297790882006253e-20,4.285943619783438899e-20,4.203311322154818613e-20
5.926861391343637209e+00,1.315119790087447264e-20,6.356635072568954307e-20,5.360170295331231008e-20,5.152985216230862871e-20,1.222183167172092574e-20,6.001824953697755611e-20,4.288694014197101825e-20,4.205982548026350240e-20
5.924883133202334839e+00,1.315929492500245643e-20,6.360483027886573448e-20,5.364017256992466603e-20,5.156611266070138680e-20,1.222908562424017603e-20,6.005355228529672187e-20,4.291447056952322380e-20,4.208656321073056282e-20
5.922904875061031582e+00,1.316739942928210384e-20,6.364334478270087930e-20,5.367868361550276647e-20,5.160241144620245241e-20,1.223634603676903131e-20,6.008888619039808249e-20,4.294202751450291038e-20,4.211332644534480303e-20
5.920926616919728325e+00,1.317551142292995112e-20,6.368189427953499457e-20,5.371723614955592076e-20,5.163874857273343433e-20,1.224361291698038295e-20,6.012425128895605063e-20,4.296961101097660696e-20,4.214011521655315925e-20
5.918948358778425067e+00,1.318363091517673372e-20,6.372047881177220673e-20,5.375583023170031533e-20,5.167512409431089575e-20,1.225088627255852289e-20,6.015964761769900105e-20,4.299722109306556899e-20,4.216692955685419466e-20
5.916970100637122698e+00,1.319175791526741492e-20,6.375909842188088403e-20,5.379446592165924238e-20,5.171153806504656484e-20,1.225816611119915274e-20,6.019507521340939106e-20,4.302485779494587472e-20,4.219376949879817765e-20
5.914991842495819441e+00,1.319989243246120535e-20,6.379775315239379298e-20,5.383314327926337073e-20,5.174799053914752738e-20,1.226545244060941381e-20,6.023053411292385678e-20,4.305252115084854557e-20,4.222063507498719613e-20
5.913013584354517072e+00,1.320803447603159614e-20,6.383644304590817062e-20,5.387186236445092636e-20,5.178448157091643142e-20,1.227274526850790367e-20,6.026602435313327334e-20,4.308021119505963642e-20,4.224752631807525390e-20
5.911035326213213814e+00,1.321618405526638743e-20,6.387516814508583280e-20,5.391062323726796328e-20,5.182101121475168581e-20,1.228004460262469575e-20,6.030154597098288726e-20,4.310792796192034994e-20,4.227444326076835484e-20
5.909057068071911445e+00,1.322434117946770351e-20,6.391392849265336683e-20,5.394942595786858614e-20,5.185757952514768296e-20,1.228735045070135887e-20,6.033709900347240074e-20,4.313567148582713890e-20,4.230138593582462332e-20
5.907078809930607299e+00,1.323250585795203035e-20,6.395272413140214348e-20,5.398827058651516098e-20,5.189418655669496132e-20,1.229466282049098432e-20,6.037268348765609202e-20,4.316344180123183262e-20,4.232835437605439447e-20
5.905100551789304042e+00,1.324067810005023825e-20,6.399155510418850956e-20,5.402715718357858597e-20,5.193083236408045212e-20,1.230198171975819790e-20,6.040829946064283945e-20,4.319123894264170308e-20,4.235534861432031649e-20
5.903122293648001673e+00,1.324885791510760885e-20,6.403042145393390835e-20,5.406608580953850213e-20,5.196751700208766595e-20,1.230930715627918402e-20,6.044394695959631411e-20,4.321906294461961545e-20,4.238236868353742887e-20
5.901144035506698415e+00,1.325704531248385775e-20,6.406932322362493970e-20,5.410505652498353402e-20,5.200424052559688540e-20,1.231663913784171123e-20,6.047962602173499178e-20,4.324691384178411234e-20,4.240941461667330690e-20
5.899165777365396046e+00,1.326524030155317059e-20,6.410826045631352865e-20,5.414406939061151846e-20,5.204100298958538765e-20,1.232397767224514129e-20,6.051533668433232155e-20,4.327479166880952212e-20,4.243648644674812781e-20
5.897187519224092789e+00,1.327344289170422113e-20,6.414723319511704571e-20,5.418312446722976337e-20,5.207780444912764921e-20,1.233132276730046377e-20,6.055107898471677388e-20,4.330269646042607326e-20,4.246358420683477309e-20
5.895209261082790420e+00,1.328165309234020133e-20,6.418624148321839117e-20,5.422222181575525832e-20,5.211464495939554445e-20,1.233867443083030657e-20,6.058685296027193696e-20,4.333062825141999669e-20,4.249070793005895493e-20
5.893231002941486274e+00,1.328987091287884993e-20,6.422528536386612748e-20,5.426136149721493345e-20,5.215152457565855026e-20,1.234603267066896149e-20,6.062265864843666114e-20,4.335858707663364612e-20,4.251785764959928236e-20
5.891252744800183905e+00,1.329809636275247505e-20,6.426436488037463576e-20,5.430054357274586399e-20,5.218844335328396272e-20,1.235339749466240381e-20,6.065849608670511908e-20,4.338657297096558232e-20,4.254503339868739371e-20
5.889274486658880647e+00,1.330632945140798874e-20,6.430348007612418801e-20,5.433976810359555923e-20,5.222540134773710173e-20,1.236076891066831035e-20,6.069436531262691414e-20,4.341458596937071157e-20,4.257223521060804083e-20
5.887296228517578278e+00,1.331457018830692512e-20,6.434263099456107951e-20,5.437903515112217311e-20,5.226239861458151562e-20,1.236814692655608804e-20,6.073026636380714052e-20,4.344262610686037590e-20,4.259946311869919142e-20
5.885317970376275909e+00,1.332281858292547188e-20,6.438181767919777327e-20,5.441834477679472091e-20,5.229943520947919184e-20,1.237553155020688746e-20,6.076619927790657588e-20,4.347069341850246746e-20,4.262671715635214341e-20
5.883339712234972652e+00,1.333107464475450196e-20,6.442104017361299633e-20,5.445769704219336818e-20,5.233651118819077959e-20,1.238292278951362693e-20,6.080216409264168131e-20,4.349878793942153686e-20,4.265399735701160314e-20
5.881361454093668506e+00,1.333933838329959156e-20,6.446029852145186012e-20,5.449709200900965937e-20,5.237362660657576442e-20,1.239032065238101357e-20,6.083816084578475785e-20,4.352690970479890147e-20,4.268130375417582385e-20
5.879383195952365249e+00,1.334760980808105625e-20,6.449959276642599289e-20,5.453652973904669842e-20,5.241078152059272094e-20,1.239772514672556437e-20,6.087418957516403072e-20,4.355505874987277186e-20,4.270863638139667785e-20
5.877404937811062879e+00,1.335588892863397057e-20,6.453892295231367208e-20,5.457601029421950990e-20,5.244797598629949345e-20,1.240513628047562723e-20,6.091025031866372157e-20,4.358323510993833603e-20,4.273599527227977091e-20
5.875426679669759622e+00,1.336417575450820258e-20,6.457828912295992067e-20,5.461553373655515935e-20,5.248521005985342457e-20,1.241255406157140054e-20,6.094634311422421696e-20,4.361143882034787977e-20,4.276338046048454456e-20
5.873448421528458141e+00,1.337247029526843497e-20,6.461769132227663954e-20,5.465510012819307825e-20,5.252248379751155390e-20,1.241997849796496028e-20,6.098246799984208044e-20,4.363966991651091910e-20,4.279079197972438442e-20
5.871470163387154884e+00,1.338077256049420117e-20,6.465712959424273989e-20,5.469470953138528077e-20,5.255979725563084673e-20,1.242740959762027202e-20,6.101862501357023306e-20,4.366792843389426645e-20,4.281822986376670447e-20
5.869491905245851626e+00,1.338908255977990335e-20,6.469660398290425158e-20,5.473436200849659239e-20,5.259715049066839260e-20,1.243484736851321953e-20,6.105481419351798953e-20,4.369621440802219316e-20,4.284569414643309147e-20
5.867513647104548369e+00,1.339740030273484561e-20,6.473611453237444352e-20,5.477405762200492681e-20,5.263454355918161602e-20,1.244229181863162584e-20,6.109103557785120263e-20,4.372452787447649569e-20,4.287318486159936519e-20
5.865535388963246000e+00,1.340572579898326098e-20,6.477566128683398011e-20,5.481379643450152667e-20,5.267197651782851713e-20,1.244974295597526829e-20,6.112728920479233545e-20,4.375286886889664609e-20,4.290070204319570474e-20
5.863557130821942742e+00,1.341405905816434007e-20,6.481524429053100552e-20,5.485357850869116817e-20,5.270944942336785233e-20,1.245720078855590863e-20,6.116357511262059377e-20,4.378123742697988226e-20,4.292824572520675096e-20
5.861578872680639485e+00,1.342240008993225659e-20,6.485486358778127610e-20,5.489340390739247405e-20,5.274696233265936896e-20,1.246466532439731104e-20,6.119989333967199833e-20,4.380963358448131031e-20,4.295581594167170865e-20
5.859600614539337116e+00,1.343074890395619602e-20,6.489451922296829281e-20,5.493327269353811820e-20,5.278451530266401596e-20,1.247213657153525873e-20,6.123624392433948109e-20,4.383805737721404290e-20,4.298341272668445497e-20
5.857622356398033858e+00,1.343910550992038410e-20,6.493421124054343356e-20,5.497318493017507848e-20,5.282210839044416055e-20,1.247961453801758400e-20,6.127262690507301764e-20,4.386650884104930766e-20,4.301103611439364775e-20
5.855644098256730601e+00,1.344746991752412001e-20,6.497393968502607366e-20,5.501314068046491352e-20,5.285974165316381690e-20,1.248709923190418330e-20,6.130904232037969944e-20,4.389498801191653744e-20,4.303868613900282178e-20
